id	title	price_pc	link	image_link	category_name1	category_name2	shipping	point	class	update_time
43118	[리조트]나트랑 빈펄 리조트 5일(수출발)	1770000	https://irumtour.net/renew/detailview.html?tid=43118	https://irumtour.net/new/public/goods/2310/43118_1.jpeg	국가별	베트남	0		I	2022-04-24 10:34:43
19598	[리조트 올인크루시브] 특급 셀렉텀 노아 리조트 & 나트랑 2색(KN/나라빈티엔) 3박 5일	1790000	https://irumtour.net/renew/detailview.html?tid=19598	https://irumtour.net/new/public/goods/2310/19598_1.png	국가별	베트남	0		I	2018-11-01 10:34:40
30882	[시내호텔] 나트랑 2색(빈펄/KN링크스)+비치프론트 호텔	2070000	https://irumtour.net/renew/detailview.html?tid=30882	https://irumtour.net/new/public/goods/1908/CP19598_1.jpg	국가별	베트남	0		I	2021-01-21 18:11:36
57324	[대한항공]푸꾸옥 빈펄 리조트 골프 및 카지노 명품 관광 3박 5일	1950000	https://irumtour.net/renew/detailview.html?tid=57324	https://irumtour.net/new/public/goods/2309/57324_1.png	국가별	베트남	0		I	2023-09-05 09:10:09
58428	[대한항공]푸꾸옥 빈펄GC+쉐라톤 롱비치리조트 골프 5일	1990000	https://irumtour.net/renew/detailview.html?tid=58428	https://irumtour.net/new/public/goods/2310/58428_1.jpeg	국가별	베트남	0		I	2023-10-10 14:55:31
59985	[골프위드펭귄 오픈특가]푸꾸옥 빈펄GC+쉐라톤 롱비치리조트(풀빌라) 5일(1/29)	2050000	https://irumtour.net/renew/detailview.html?tid=59985	https://irumtour.net/new/public/goods/2311/59985_1.JPG	국가별	베트남	0		I	2023-11-13 19:13:02
25289	[리조트] 신들의 섬 “발리“ 2색(내셔날발리/뉴쿠타) 골프 + 내셔널 빌라 리조트 빌라스 6일	2250000	https://irumtour.net/renew/detailview.html?tid=25289	https://irumtour.net/new/public/goods/1908/25289_1.png	국가별	아세안	0		I	2019-08-05 18:18:36
25192	[시내호텔] 신들의 섬 “발리“ 2색(내셔날발리/뉴쿠타) 골프 + 물리아 특급호텔 5일	2590000	https://irumtour.net/renew/detailview.html?tid=25192	https://irumtour.net/new/public/goods/1908/25192_1.png	국가별	아세안	0		I	2019-07-31 18:07:52
43589	[시내호텔] 신들의 섬 “발리“ 2색(내셔날발리/뉴쿠타) 골프 + W발리 스미냑 호텔 5일	2590000	https://irumtour.net/renew/detailview.html?tid=43589	https://irumtour.net/new/public/goods/2003/CP30386_1.jpg	국가별	아세안	0		I	2022-05-10 19:41:37
58718	고품격 골프여행 브루나이 7성급 호텔 엠파이어 & 골프 5일(화 출발)	2580000	https://irumtour.net/renew/detailview.html?tid=58718	https://irumtour.net/new/public/goods/2310/58718_1.jpg	국가별	아세안	0		I	2023-10-16 15:12:13
58722	고품격 골프여행 브루나이 7성급 호텔 엠파이어 & 골프 5일(토 출발)	2580000	https://irumtour.net/renew/detailview.html?tid=58722	https://irumtour.net/new/public/goods/2310/58722_1.jpg	국가별	아세안	0		I	2023-10-16 15:31:29
45016	고품격 골프여행 브루나이  7성급 호텔 엠파이어 & 골프  4일(수출발)	2280000	https://irumtour.net/renew/detailview.html?tid=45016	https://irumtour.net/new/public/goods/2306/45016_1.jpg	국가별	아세안	0		I	2022-07-10 19:27:17
15562	[리조트] 조호바루 팜 리조트(54홀 코스) 골프 6일(토/일 출발 - 주중36홀&주말18홀)	1250000	https://irumtour.net/renew/detailview.html?tid=15562	https://irumtour.net/new/public/goods/2002/15562_1.png	국가별	아세안	0		I	2018-01-22 10:45:19
47138	석양이 아름다운 “코타키나발루“  넥서스리조트 5일(카트포함/노캐디)	1450000	https://irumtour.net/renew/detailview.html?tid=47138	https://irumtour.net/new/public/goods/2002/CP22136_1.png	국가별	아세안	0		I	2022-10-05 13:28:49
47139	코타키나발루“ 라사리아 샹그릴라 + 달릿베이 5일(카트포함/노캐디)	1890000	https://irumtour.net/renew/detailview.html?tid=47139	https://irumtour.net/new/public/goods/2212/47139_1.jpg	국가별	아세안	0		I	2022-10-05 13:43:41
47157	코타키나발루 대표 휴양 골프 리조트 수트라하버CC 골프 5일	1290000	https://irumtour.net/renew/detailview.html?tid=47157	https://irumtour.net/new/public/goods/2210/47157_1.JPEG	국가별	아세안	0		I	2022-10-05 15:44:36
2171	[따가이따이] 카비테실속3색골프5일	1390000	https://irumtour.net/renew/detailview.html?tid=2171	https://irumtour.net/new/public/goods/1312/2171_1.JPG	국가별	아세안	0		I	2013-10-07 20:13:50
